run_id,run_mode,split_label,split,dataset_id,system_id,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,corruption_target_space,corruption_config_hash,corruption_manifest_hash,prediction_path,prediction_sha256,trace_required,theta_mean,theta_median,theta_min,theta_max,theta_std,theta_q05,theta_q25,theta_q75,theta_q95,theta_hist_counts,theta_hist_edges
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,6929c59f533065d54a51683de05847a432a70b60113e40d66f070049a6a4b2a5,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001.npz,ebe869ce23574fba1b6b01259496bfc7a6fe7b849070ecad97347e895ddb06c9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|29|0|0|0|0,-0.5|-0.4|-0.3|-0.2|-0.1|0|0.1|0.2|0.3|0.4|0.5
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,6929c59f533065d54a51683de05847a432a70b60113e40d66f070049a6a4b2a5,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001.npz,1d255ae77b496df473db1db34bcf1c10572fb29cb0d7699b3d405606a66861d9,True,0.021403507219405513,0.006320896631259218,0.0001019101831489061,0.1096666291063494,0.031213761796473654,0.00015647564157147964,0.0002448630470063327,0.017492972582307777,0.08203953793820443,17|5|0|0|1|2|2|1|0|1,0.000101910183149|0.0110583820755|0.0220148539678|0.0329713258601|0.0439277977524|0.0548842696447|0.0658407415371|0.0767972134294|0.0877536853217|0.098710157214|0.109666629106
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,dd47149f220a99ebc8267de9230f1b43b6e33e6f06953ffc5413d3196f769e26,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002.npz,ebe869ce23574fba1b6b01259496bfc7a6fe7b849070ecad97347e895ddb06c9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|29|0|0|0|0,-0.5|-0.4|-0.3|-0.2|-0.1|0|0.1|0.2|0.3|0.4|0.5
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,dd47149f220a99ebc8267de9230f1b43b6e33e6f06953ffc5413d3196f769e26,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002.npz,1d255ae77b496df473db1db34bcf1c10572fb29cb0d7699b3d405606a66861d9,True,0.021403507219405513,0.006320896631259218,0.0001019101831489061,0.1096666291063494,0.031213761796473654,0.00015647564157147964,0.0002448630470063327,0.017492972582307777,0.08203953793820443,17|5|0|0|1|2|2|1|0|1,0.000101910183149|0.0110583820755|0.0220148539678|0.0329713258601|0.0439277977524|0.0548842696447|0.0658407415371|0.0767972134294|0.0877536853217|0.098710157214|0.109666629106
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,a943752e25a9891b128f2a65d53da89f681244ae7ae038ebc0336a448af01987,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003.npz,ebe869ce23574fba1b6b01259496bfc7a6fe7b849070ecad97347e895ddb06c9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|29|0|0|0|0,-0.5|-0.4|-0.3|-0.2|-0.1|0|0.1|0.2|0.3|0.4|0.5
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,a943752e25a9891b128f2a65d53da89f681244ae7ae038ebc0336a448af01987,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003.npz,1d255ae77b496df473db1db34bcf1c10572fb29cb0d7699b3d405606a66861d9,True,0.021403507219405513,0.006320896631259218,0.0001019101831489061,0.1096666291063494,0.031213761796473654,0.00015647564157147964,0.0002448630470063327,0.017492972582307777,0.08203953793820443,17|5|0|0|1|2|2|1|0|1,0.000101910183149|0.0110583820755|0.0220148539678|0.0329713258601|0.0439277977524|0.0548842696447|0.0658407415371|0.0767972134294|0.0877536853217|0.098710157214|0.109666629106
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001,0.0,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,88333ecebfda6402d58f9a9e22a8afe17fb5122526d52d7052c9f97102c0ae38,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001.npz,ebe869ce23574fba1b6b01259496bfc7a6fe7b849070ecad97347e895ddb06c9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|29|0|0|0|0,-0.5|-0.4|-0.3|-0.2|-0.1|0|0.1|0.2|0.3|0.4|0.5
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001,0.0,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,88333ecebfda6402d58f9a9e22a8afe17fb5122526d52d7052c9f97102c0ae38,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001.npz,1d255ae77b496df473db1db34bcf1c10572fb29cb0d7699b3d405606a66861d9,True,0.021403507219405513,0.006320896631259218,0.0001019101831489061,0.1096666291063494,0.031213761796473654,0.00015647564157147964,0.0002448630470063327,0.017492972582307777,0.08203953793820443,17|5|0|0|1|2|2|1|0|1,0.000101910183149|0.0110583820755|0.0220148539678|0.0329713258601|0.0439277977524|0.0548842696447|0.0658407415371|0.0767972134294|0.0877536853217|0.098710157214|0.109666629106
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002,0.0,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,82008731cdb8d2bb58a086e4b7ee91eeaea4a6cf9af220fbd370e17e395d5564,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002.npz,ebe869ce23574fba1b6b01259496bfc7a6fe7b849070ecad97347e895ddb06c9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|29|0|0|0|0,-0.5|-0.4|-0.3|-0.2|-0.1|0|0.1|0.2|0.3|0.4|0.5
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002,0.0,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,82008731cdb8d2bb58a086e4b7ee91eeaea4a6cf9af220fbd370e17e395d5564,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002.npz,1d255ae77b496df473db1db34bcf1c10572fb29cb0d7699b3d405606a66861d9,True,0.021403507219405513,0.006320896631259218,0.0001019101831489061,0.1096666291063494,0.031213761796473654,0.00015647564157147964,0.0002448630470063327,0.017492972582307777,0.08203953793820443,17|5|0|0|1|2|2|1|0|1,0.000101910183149|0.0110583820755|0.0220148539678|0.0329713258601|0.0439277977524|0.0548842696447|0.0658407415371|0.0767972134294|0.0877536853217|0.098710157214|0.109666629106
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2001,0.05,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,c69a7af160394b2549f82531a178b3378bee98eb24944ac876676bc3644667a2,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2001.npz,bbe92d2d1e42e362045df12f9c26c35f2aa4f805921d0e403cda59ef31414940,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|29|0|0|0|0,-0.5|-0.4|-0.3|-0.2|-0.1|0|0.1|0.2|0.3|0.4|0.5
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2001,0.05,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,c69a7af160394b2549f82531a178b3378bee98eb24944ac876676bc3644667a2,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2001.npz,107e50ec05b95fa4bfd08ed1716ef5626c7b00c7727b4785a8a2eb8dff294a5f,True,0.023114320368520767,0.004809104508089217,0.00010262967861545853,0.12160143478150674,0.034967182055722155,0.00015335452955667214,0.00021117119446451376,0.021879863613718187,0.0987476524209396,17|5|0|1|0|3|1|0|1|1,0.000102629678615|0.0122525101889|0.0244023906992|0.0365522712095|0.0487021517198|0.0608520322301|0.0730019127404|0.0851517932506|0.0973016737609|0.109451554271|0.121601434782
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2002,0.05,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,975238f573dba5fd2af2611c778d77e20567e102e2af2ae7e6306e72de8a5e51,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\predictions\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2002.npz,4e2ea7ebafcaa4bbf5db73f9717f41784b25cfe452acd9d3297862583fceaace,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|29|0|0|0|0,-0.5|-0.4|-0.3|-0.2|-0.1|0|0.1|0.2|0.3|0.4|0.5
