run_id,run_mode,split_label,split,dataset_id,system_id,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,corruption_target_space,corruption_config_hash,corruption_manifest_hash,prediction_path,prediction_sha256,trace_required,severity_high_unsafe_acceptance_rate,evaluated_rows,positive_clean,negative_clean,decision_positive,decision_negative,true_positive,false_positive,true_negative,false_negative,accuracy,error_rate,precision,recall,f1,observed_label_accuracy,observed_label_f1,unsafe_acceptance_rate,false_positive_rate,false_negative_rate,technical_failure_rate,rejection_rate,high_corruption_unsafe_acceptance_rate,row_hash,decision_hash,probability_hash,label_hash,metric_row_hash
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,single_model,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001,0.0,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,49270a2f0ea2abdb38611738c3b85b20e6d51c77f4407f05756b1c4a49ae304f,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\single_model\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001.npz,c8865403fc3d85991aa339261de8fe962a5b195c4609ab3e6dca341f87bd387f,False,,57,21,36,21,36,20,1,35,1,0.9649122807017544,0.03508771929824561,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9649122807017544,0.9523809523809523,0.027777777777777776,0.027777777777777776,0.047619047619047616,0.0,0.631578947368421,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,49797af1f6e3d875823b202c4f0fdf522098b513bdaacad6e6b3eb4f08ea31f3,bf276474a743dcf803faf46d1a3a9d6fd5c055cbc4b23b282382b4e671da6931,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,66e1e9871e1006f65cf906db33ab6686fe7f505feb87cdec1bab27fcc0b8e970
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001,0.0,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,49270a2f0ea2abdb38611738c3b85b20e6d51c77f4407f05756b1c4a49ae304f,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\mean_ensemble\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001.npz,7e411ae22da19237b814c89cdfde9989306ed9ee04bb2293f5969914721089b2,False,,57,21,36,20,37,19,1,35,2,0.9473684210526315,0.052631578947368474,0.95,0.9047619047619048,0.9268292682926829,0.9473684210526315,0.9268292682926829,0.027777777777777776,0.027777777777777776,0.09523809523809523,0.0,0.6491228070175439,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,28d5d90c47dbbc90473e807688724e859c2f9ee7ab4153d4f7c3f1679fb0f5c4,519b2e52650faf6ebf0b61599408b84426c58614129c08385182b9db30e39b49,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,5423a0f11726860a54224ed75df412f3f69767b750804c78d06dea19f57b305b
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001,0.0,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,49270a2f0ea2abdb38611738c3b85b20e6d51c77f4407f05756b1c4a49ae304f,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\static_weighted_ensemble\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001.npz,bd18049fb1fd46b117b616213274868eb9be33dc0596b901c56f6eb194680f9d,False,,57,21,36,21,36,20,1,35,1,0.9649122807017544,0.03508771929824561,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9649122807017544,0.9523809523809523,0.027777777777777776,0.027777777777777776,0.047619047619047616,0.0,0.631578947368421,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,49797af1f6e3d875823b202c4f0fdf522098b513bdaacad6e6b3eb4f08ea31f3,0536e583ffe20820f150d6b7ca222e0909e7a767ca9931ff5db25313f1c1459e,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,48570fcfb75e50100f1508b0bd18e9c372c40b2f6a95fea7f576624567df40dc
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001,0.0,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,49270a2f0ea2abdb38611738c3b85b20e6d51c77f4407f05756b1c4a49ae304f,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\veto_mavs\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001.npz,7e411ae22da19237b814c89cdfde9989306ed9ee04bb2293f5969914721089b2,True,0.16666666666666666,57,21,36,20,37,19,1,35,2,0.9473684210526315,0.052631578947368474,0.95,0.9047619047619048,0.9268292682926829,0.9473684210526315,0.9268292682926829,0.027777777777777776,0.027777777777777776,0.09523809523809523,0.0,0.6491228070175439,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,28d5d90c47dbbc90473e807688724e859c2f9ee7ab4153d4f7c3f1679fb0f5c4,519b2e52650faf6ebf0b61599408b84426c58614129c08385182b9db30e39b49,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,b9334aaf7ab614fa0b89952078dce4d0b1377a920d1b123d7379aed61ae0be68
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001,0.0,1001,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,49270a2f0ea2abdb38611738c3b85b20e6d51c77f4407f05756b1c4a49ae304f,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1001.npz,a4a80860f25f5f3fecb023b739bda0672f7c3259c56ba31127bb78a147d0ef8d,True,0.16666666666666666,57,21,36,20,37,19,1,35,2,0.9473684210526315,0.052631578947368474,0.95,0.9047619047619048,0.9268292682926829,0.9473684210526315,0.9268292682926829,0.027777777777777776,0.027777777777777776,0.09523809523809523,0.0,0.6491228070175439,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,28d5d90c47dbbc90473e807688724e859c2f9ee7ab4153d4f7c3f1679fb0f5c4,e99de594ee6b5c6a5324aaa1b0ad018bdbb74e742124cb1eed985f84a93f6e3b,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,ee767286e2963f56e8b204400ab07197ce4f673958b54c0687fc9b9302466f48
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,single_model,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002,0.0,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,9da7f7cdd373c100922558a72d74541861f6f5cd9d11b9f53bbbc587be549343,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\single_model\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002.npz,c8865403fc3d85991aa339261de8fe962a5b195c4609ab3e6dca341f87bd387f,False,,57,21,36,21,36,20,1,35,1,0.9649122807017544,0.03508771929824561,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9649122807017544,0.9523809523809523,0.027777777777777776,0.027777777777777776,0.047619047619047616,0.0,0.631578947368421,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,49797af1f6e3d875823b202c4f0fdf522098b513bdaacad6e6b3eb4f08ea31f3,bf276474a743dcf803faf46d1a3a9d6fd5c055cbc4b23b282382b4e671da6931,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,90549ea34459a0b6a3fa0d8c94d131c0898ac3c65e59cd2d3da8f7379c00fde4
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002,0.0,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,9da7f7cdd373c100922558a72d74541861f6f5cd9d11b9f53bbbc587be549343,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\mean_ensemble\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002.npz,7e411ae22da19237b814c89cdfde9989306ed9ee04bb2293f5969914721089b2,False,,57,21,36,20,37,19,1,35,2,0.9473684210526315,0.052631578947368474,0.95,0.9047619047619048,0.9268292682926829,0.9473684210526315,0.9268292682926829,0.027777777777777776,0.027777777777777776,0.09523809523809523,0.0,0.6491228070175439,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,28d5d90c47dbbc90473e807688724e859c2f9ee7ab4153d4f7c3f1679fb0f5c4,519b2e52650faf6ebf0b61599408b84426c58614129c08385182b9db30e39b49,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,d6fdca359e0a3337c9f26e1e4ae2399e88423aec494c2845c69886ddab6afbdc
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002,0.0,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,9da7f7cdd373c100922558a72d74541861f6f5cd9d11b9f53bbbc587be549343,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\static_weighted_ensemble\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002.npz,bd18049fb1fd46b117b616213274868eb9be33dc0596b901c56f6eb194680f9d,False,,57,21,36,21,36,20,1,35,1,0.9649122807017544,0.03508771929824561,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9649122807017544,0.9523809523809523,0.027777777777777776,0.027777777777777776,0.047619047619047616,0.0,0.631578947368421,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,49797af1f6e3d875823b202c4f0fdf522098b513bdaacad6e6b3eb4f08ea31f3,0536e583ffe20820f150d6b7ca222e0909e7a767ca9931ff5db25313f1c1459e,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,40342dd0691d4792641581321b82989a1e1c26fdd8a858711ba1153830062123
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002,0.0,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,9da7f7cdd373c100922558a72d74541861f6f5cd9d11b9f53bbbc587be549343,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\veto_mavs\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002.npz,7e411ae22da19237b814c89cdfde9989306ed9ee04bb2293f5969914721089b2,True,0.16666666666666666,57,21,36,20,37,19,1,35,2,0.9473684210526315,0.052631578947368474,0.95,0.9047619047619048,0.9268292682926829,0.9473684210526315,0.9268292682926829,0.027777777777777776,0.027777777777777776,0.09523809523809523,0.0,0.6491228070175439,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,28d5d90c47dbbc90473e807688724e859c2f9ee7ab4153d4f7c3f1679fb0f5c4,519b2e52650faf6ebf0b61599408b84426c58614129c08385182b9db30e39b49,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,1983754498c8f8fa039851117c800879a5b1b9ba94c5afa3156ed9cd57eb0852
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002,0.0,1002,primary,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,9da7f7cdd373c100922558a72d74541861f6f5cd9d11b9f53bbbc587be549343,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\predictions\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__locked_benchmark__feature_noise__level_0p00__primary_1002.npz,a4a80860f25f5f3fecb023b739bda0672f7c3259c56ba31127bb78a147d0ef8d,True,0.16666666666666666,57,21,36,20,37,19,1,35,2,0.9473684210526315,0.052631578947368474,0.95,0.9047619047619048,0.9268292682926829,0.9473684210526315,0.9268292682926829,0.027777777777777776,0.027777777777777776,0.09523809523809523,0.0,0.6491228070175439,0.0,6c5222047b5196abe40ae84af6915c38f780a4dda5b98e649afc3f028a5e746e,28d5d90c47dbbc90473e807688724e859c2f9ee7ab4153d4f7c3f1679fb0f5c4,e99de594ee6b5c6a5324aaa1b0ad018bdbb74e742124cb1eed985f84a93f6e3b,004c55a1fa5eed5e480581a315b7d17ea0c7a2af767887937b79b1c4bf1a4a72,396a3eff935c3aae5e0660fb1144ce3acb0e62a5139a0a7ce7e9f5df50b91f6b
